"","elev_zone","layer","date","lst"
"3399","601-700",4,"2017_02_26",25.4574911
"3400","601-700",4,"2017_03_06",21.5118498
"3401","601-700",4,"2017_03_14",25.5228871
"3402","601-700",4,"2017_03_22",33.4340368
"3403","601-700",4,"2017_03_30",37.7496832
"3404","601-700",4,"2017_04_07",33.6832959
"3405","601-700",4,"2017_04_15",34.7157844
"3406","601-700",4,"2017_04_23",35.0017425
"3407","601-700",4,"2017_05_01",37.4442156
"3408","601-700",4,"2017_05_09",37.3388809
"3409","601-700",4,"2017_05_17",37.5580225
"3410","601-700",4,"2017_05_25",39.3773071
"3411","601-700",4,"2017_06_02",38.8972253
"3412","601-700",4,"2017_06_10",36.8592386
"3413","601-700",4,"2017_06_18",32.7952632
"3414","601-700",4,"2017_06_26",NA
"3415","601-700",4,"2017_07_04",30.6070669
"3416","601-700",4,"2017_07_12",30.1110899
"3417","601-700",4,"2017_07_20",29.3909379
"3418","601-700",4,"2017_08_05",23.9798263
"3419","601-700",4,"2017_08_13",27.5283444
"3420","601-700",4,"2017_08_21",27.1724425
"3421","601-700",4,"2017_08_29",27.4329126
"3422","601-700",4,"2017_09_06",27.72907
"3423","601-700",4,"2017_09_14",28.5942616
"3424","601-700",4,"2017_09_22",27.8114103
"3425","601-700",4,"2017_09_30",28.5327082
"3426","601-700",4,"2017_10_08",27.9254522
"3427","601-700",4,"2017_10_16",28.1162851
"3428","601-700",4,"2017_10_24",25.2842565
"3429","601-700",4,"2017_11_01",24.5078334
"3430","601-700",4,"2017_11_09",21.8936587
"3431","601-700",4,"2017_11_17",20.9716454
"3432","601-700",4,"2017_11_25",20.8620491
"3433","601-700",4,"2017_12_03",21.8246551
"3434","601-700",4,"2017_12_11",18.1327695
"3435","601-700",4,"2017_12_19",19.4785948
"3436","601-700",4,"2017_12_27",19.2761216
"3437","601-700",4,"2018_01_01",15.5962136
"3438","601-700",4,"2018_01_09",18.6387992
"3439","601-700",4,"2018_01_17",19.6300818
"3440","601-700",4,"2018_01_25",18.7091313
"3441","601-700",4,"2018_02_02",21.0610373
"3442","601-700",4,"2018_02_10",19.3289269
"3443","601-700",4,"2018_02_18",23.1343229
"3444","601-700",4,"2018_02_26",24.7639908
"3445","601-700",4,"2018_03_06",29.6967961
"3446","601-700",4,"2018_03_14",30.8274553
"3447","601-700",4,"2018_03_22",32.6823045
"3448","601-700",4,"2018_03_30",31.20814
"3449","601-700",4,"2018_04_07",33.1139346
"3450","601-700",4,"2018_04_15",35.9632754
"3451","601-700",4,"2018_04_23",36.8114716
"3452","601-700",4,"2018_05_01",35.1991569
"3453","601-700",4,"2018_05_09",36.4812315
"3454","601-700",4,"2018_05_17",40.897021
"3455","601-700",4,"2018_05_25",41.1722177
"3456","601-700",4,"2018_06_02",34.7790138
"3457","601-700",4,"2018_06_10",39.2780327
"3458","601-700",4,"2018_06_18",36.2004752
"3459","601-700",4,"2018_07_04",30.794374
"3460","601-700",4,"2018_07_28",28.0321666
"3461","601-700",4,"2018_08_13",29.7732039
"3462","601-700",4,"2018_08_21",27.4173378
"3463","601-700",4,"2018_08_29",27.3521429
"3464","601-700",4,"2018_09_06",25.966045
"3465","601-700",4,"2018_09_14",27.3402402
"3466","601-700",4,"2018_09_22",26.5349566
"3467","601-700",4,"2018_09_30",26.1676392
"3468","601-700",4,"2018_10_08",25.4337813
"3469","601-700",4,"2018_10_16",25.2511957
"3470","601-700",4,"2018_10_24",24.1384313
"3471","601-700",4,"2018_11_01",22.9383802
"3472","601-700",4,"2018_11_09",22.0518396
"3473","601-700",4,"2018_11_17",21.7512264
"3474","601-700",4,"2018_11_25",20.9904394
"3475","601-700",4,"2018_12_03",18.7773582
"3476","601-700",4,"2018_12_11",18.3191262
"3477","601-700",4,"2018_12_19",17.5595963
"3478","601-700",4,"2018_12_27",16.6596679
"3479","601-700",4,"2019_01_01",17.3586152
"3480","601-700",4,"2019_01_09",16.5321564
"3481","601-700",4,"2019_01_17",17.0261472
"3482","601-700",4,"2019_01_25",16.005534
"3483","601-700",4,"2019_02_02",18.34163
"3484","601-700",4,"2019_02_10",18.2546909
"3485","601-700",4,"2019_02_18",18.6613235
"3486","601-700",4,"2019_02_26",19.0096627
"3487","601-700",4,"2019_03_06",23.7482626
"3488","601-700",4,"2019_03_14",24.6542207
"3489","601-700",4,"2019_03_22",27.0643076
"3490","601-700",4,"2019_03_30",32.1042054
"3491","601-700",4,"2019_04_07",29.2870976
"3492","601-700",4,"2019_04_15",32.0556924
"3493","601-700",4,"2019_04_23",34.196653
"3494","601-700",4,"2019_05_01",38.7033981
"3495","601-700",4,"2019_05_09",34.8349157
"3496","601-700",4,"2019_05_17",38.0634083
"3497","601-700",4,"2019_05_25",40.3732397
"3498","601-700",4,"2019_06_02",38.7368166
"3499","601-700",4,"2019_06_10",38.7552836
"3500","601-700",4,"2019_06_18",36.8863924
"3501","601-700",4,"2019_06_26",34.9548952
"3502","601-700",4,"2019_07_04",30.8487023
"3503","601-700",4,"2019_07_20",31.171952
"3504","601-700",4,"2019_07_28",26.3724645
"3505","601-700",4,"2019_08_13",28.2113183
"3506","601-700",4,"2019_08_21",28.0720439
"3507","601-700",4,"2019_08_29",25.358542
"3508","601-700",4,"2019_09_06",27.1778181
"3509","601-700",4,"2019_09_14",27.3092846
"3510","601-700",4,"2019_09_22",27.0690291
"3511","601-700",4,"2019_09_30",24.3232448
"3512","601-700",4,"2019_10_08",25.7900204
"3513","601-700",4,"2019_10_16",26.0099796
"3514","601-700",4,"2019_10_24",23.7894686
"3515","601-700",4,"2019_11_01",23.5804139
"3516","601-700",4,"2019_11_09",23.3644098
"3517","601-700",4,"2019_11_17",21.068048
"3518","601-700",4,"2019_11_25",20.3116454
"3519","601-700",4,"2019_12_03",19.335907
"3520","601-700",4,"2019_12_11",15.2115534
"3521","601-700",4,"2019_12_19",14.7301431
"3522","601-700",4,"2019_12_27",11.4328309
"3523","601-700",4,"2020_01_01",16.9418549
"3524","601-700",4,"2020_01_09",13.8355697
"3525","601-700",4,"2020_01_17",16.3244916
"3526","601-700",4,"2020_01_25",16.185023
"3527","601-700",4,"2020_02_02",16.8832345
"3528","601-700",4,"2020_02_10",20.5082933
"3529","601-700",4,"2020_02_18",22.6123097
"3530","601-700",4,"2020_02_26",21.7560399
"3531","601-700",4,"2020_03_05",22.3456055
"3532","601-700",4,"2020_03_13",22.0598314
"3533","601-700",4,"2020_03_21",26.9981042
"3534","601-700",4,"2020_03_29",28.1559785
"3535","601-700",4,"2020_04_06",31.0593715
"3536","601-700",4,"2020_04_14",29.1016811
"3537","601-700",4,"2020_04_22",32.877583
"3538","601-700",4,"2020_04_30",31.1571334
"3539","601-700",4,"2020_05_08",35.5235309
"3540","601-700",4,"2020_05_16",38.8500102
"3541","601-700",4,"2020_05_24",39.9784926
"3542","601-700",4,"2020_06_01",31.8372969
"3543","601-700",4,"2020_06_09",35.9661267
"3544","601-700",4,"2020_06_17",31.9438886
"3545","601-700",4,"2020_06_25",33.731022
"3546","601-700",4,"2020_07_03",28.0610837
"3547","601-700",4,"2020_07_11",27.8239499
"3548","601-700",4,"2020_07_19",28.0993306
"3549","601-700",4,"2020_07_27",29.3295908
"3550","601-700",4,"2020_08_04",30.6866163
"3551","601-700",4,"2020_08_12",26.5367188
"3552","601-700",4,"2020_08_20",NA
"3553","601-700",4,"2020_08_28",27.2041032
"3554","601-700",4,"2020_09_05",28.0910935
"3555","601-700",4,"2020_09_13",29.1063413
"3556","601-700",4,"2020_09_21",28.379208
"3557","601-700",4,"2020_09_29",30.7013848
"3558","601-700",4,"2020_10_07",29.8367348
"3559","601-700",4,"2020_10_15",29.1952632
"3560","601-700",4,"2020_10_23",27.8251763
"3561","601-700",4,"2020_10_31",26.4499489
"3562","601-700",4,"2020_11_08",25.0859121
"3563","601-700",4,"2020_11_16",21.0906949
"3564","601-700",4,"2020_11_24",21.2004446
"3565","601-700",4,"2020_12_02",22.2287736
"3566","601-700",4,"2020_12_10",20.3050128
"3567","601-700",4,"2020_12_18",18.3832448
"3568","601-700",4,"2020_12_26",16.1706438
"3569","701-800",5,"2001_01_01",15.2511315
"3570","701-800",5,"2001_01_09",15.1225035
"3571","701-800",5,"2001_01_17",18.6614851
"3572","701-800",5,"2001_01_25",22.4558557
"3573","701-800",5,"2001_02_02",21.7210891
"3574","701-800",5,"2001_02_10",22.8859547
"3575","701-800",5,"2001_02_18",22.7403819
"3576","701-800",5,"2001_02_26",25.4081612
"3577","701-800",5,"2001_03_06",25.789604
"3578","701-800",5,"2001_03_14",30.0833239
"3579","701-800",5,"2001_03_22",30.3191655
"3580","701-800",5,"2001_03_30",31.3487836
"3581","701-800",5,"2001_04_07",36.3532249
"3582","701-800",5,"2001_04_15",33.1941301
"3583","701-800",5,"2001_04_23",38.7229279
"3584","701-800",5,"2001_05_01",37.1320651
"3585","701-800",5,"2001_05_09",37.6125743
"3586","701-800",5,"2001_05_17",34.1058416
"3587","701-800",5,"2001_05_25",33.4402687
"3588","701-800",5,"2001_06_02",29.0322348
"3589","701-800",5,"2001_06_10",33.8509901
"3590","701-800",5,"2001_07_04",26.8260139
"3591","701-800",5,"2001_07_12",20.8123478
"3592","701-800",5,"2001_07_28",26.1494881
"3593","701-800",5,"2001_08_05",29.067454
"3594","701-800",5,"2001_08_13",27.2365629
"3595","701-800",5,"2001_08_21",26.617355
"3596","701-800",5,"2001_08_29",26.715884
"3597","701-800",5,"2001_09_06",27.0971287
"3598","701-800",5,"2001_09_14",27.4791938
"3599","701-800",5,"2001_09_22",28.9247383
"3600","701-800",5,"2001_09_30",27.4912164
"3601","701-800",5,"2001_10_08",27.3812871
"3602","701-800",5,"2001_10_16",26.0830127
"3603","701-800",5,"2001_10_24",25.7803536
"3604","701-800",5,"2001_11_01",24.8944413
"3605","701-800",5,"2001_11_09",24.8736209
"3606","701-800",5,"2001_11_17",23.472942
"3607","701-800",5,"2001_11_25",22.1068317
"3608","701-800",5,"2001_12_03",21.1258699
"3609","701-800",5,"2001_12_11",19.6078784
"3610","701-800",5,"2001_12_19",19.0033805
"3611","701-800",5,"2001_12_27",14.6083876
"3612","701-800",5,"2002_01_01",18.1765347
"3613","701-800",5,"2002_01_09",18.508727
"3614","701-800",5,"2002_01_17",17.1591938
"3615","701-800",5,"2002_01_25",17.1324894
"3616","701-800",5,"2002_02_02",19.1022207
"3617","701-800",5,"2002_02_10",19.147454
"3618","701-800",5,"2002_02_18",22.5830127
"3619","701-800",5,"2002_02_26",20.3793918
"3620","701-800",5,"2002_03_06",22.1322348
"3621","701-800",5,"2002_03_14",28.4355163
"3622","701-800",5,"2002_03_22",34.3500849
"3623","701-800",5,"2002_03_30",29.2520085
"3624","701-800",5,"2002_04_07",31.9642008
"3625","701-800",5,"2002_04_15",36.6316407
"3626","701-800",5,"2002_04_23",30.4599293
"3627","701-800",5,"2002_05_01",35.5695757
"3628","701-800",5,"2002_05_09",38.3294342
"3629","701-800",5,"2002_05_17",38.5447949
"3630","701-800",5,"2002_05_25",34.2613437
"3631","701-800",5,"2002_06_02",34.3416549
"3632","701-800",5,"2002_06_10",32.2121216
"3633","701-800",5,"2002_06_18",32.1370156
"3634","701-800",5,"2002_06_26",32.579024
"3635","701-800",5,"2002_07_04",28.0361386
"3636","701-800",5,"2002_07_12",28.5237482
"3637","701-800",5,"2002_07_20",28.2929986
"3638","701-800",5,"2002_07_28",27.5763649
"3639","701-800",5,"2002_08_05",30.3462093
"3640","701-800",5,"2002_08_13",25.1450212
"3641","701-800",5,"2002_08_21",24.91
"3642","701-800",5,"2002_08_29",25.4086704
"3643","701-800",5,"2002_09_06",26.4522631
"3644","701-800",5,"2002_09_14",26.4022207
"3645","701-800",5,"2002_09_22",25.7248798
"3646","701-800",5,"2002_09_30",28.520976
"3647","701-800",5,"2002_10_08",25.8574399
"3648","701-800",5,"2002_10_16",24.7604102
"3649","701-800",5,"2002_10_24",24.8591089
"3650","701-800",5,"2002_11_01",24.2339887
"3651","701-800",5,"2002_11_09",22.131867
"3652","701-800",5,"2002_11_17",23.2677086
"3653","701-800",5,"2002_11_25",22.0292645
"3654","701-800",5,"2002_12_03",20.7035219
"3655","701-800",5,"2002_12_11",19.9920368
"3656","701-800",5,"2002_12_19",19.6154314
"3657","701-800",5,"2002_12_27",17.5142433
"3658","701-800",5,"2003_01_01",12.4618812
"3659","701-800",5,"2003_01_09",13.4333946
"3660","701-800",5,"2003_01_17",16.3354597
"3661","701-800",5,"2003_01_25",19.1119519
"3662","701-800",5,"2003_02_02",18.3879632
"3663","701-800",5,"2003_02_10",19.4479915
"3664","701-800",5,"2003_02_18",22.0980057
"3665","701-800",5,"2003_02_26",23.3419661
"3666","701-800",5,"2003_03_06",22.282843
"3667","701-800",5,"2003_03_14",26.7405799
"3668","701-800",5,"2003_03_22",26.1780339
"3669","701-800",5,"2003_03_30",29.7860679
"3670","701-800",5,"2003_04_07",34.123918
"3671","701-800",5,"2003_04_15",33.712942
"3672","701-800",5,"2003_04_23",36.316761
"3673","701-800",5,"2003_05_01",33.8029844
"3674","701-800",5,"2003_05_09",36.0702263
"3675","701-800",5,"2003_05_17",41.3119236
"3676","701-800",5,"2003_05_25",40.8683027
"3677","701-800",5,"2003_06_02",39.8600424
"3678","701-800",5,"2003_06_10",35.0808345
"3679","701-800",5,"2003_06_18",31.8201839
"3680","701-800",5,"2003_06_26",26.6012588
"3681","701-800",5,"2003_07_04",31.3988925
"3682","701-800",5,"2003_07_12",NA
"3683","701-800",5,"2003_07_20",29.0967327
"3684","701-800",5,"2003_07_28",26.5411765
"3685","701-800",5,"2003_08_05",29.2256941
"3686","701-800",5,"2003_08_21",27.1269231
"3687","701-800",5,"2003_09_06",27.7264356
"3688","701-800",5,"2003_09_14",26.6763702
"3689","701-800",5,"2003_09_22",26.4117539
"3690","701-800",5,"2003_09_30",27.3727157
"3691","701-800",5,"2003_10_08",26.9234088
"3692","701-800",5,"2003_10_16",26.356959
"3693","701-800",5,"2003_10_24",25.1072843
"3694","701-800",5,"2003_11_01",25.167454
"3695","701-800",5,"2003_11_09",22.9224752
"3696","701-800",5,"2003_11_17",20.9943281
"3697","701-800",5,"2003_11_25",20.3704809
"3698","701-800",5,"2003_12_03",20.7782037
"3699","701-800",5,"2003_12_11",20.4175813
"3700","701-800",5,"2003_12_19",15.1654173
"3701","701-800",5,"2003_12_27",14.0946676
"3702","701-800",5,"2004_01_01",17.1248798
"3703","701-800",5,"2004_01_09",17.7179491
"3704","701-800",5,"2004_01_17",15.1126591
"3705","701-800",5,"2004_01_25",15.8013154
"3706","701-800",5,"2004_02_02",17.1931117
"3707","701-800",5,"2004_02_10",21.0654455
"3708","701-800",5,"2004_02_18",23.8060962
"3709","701-800",5,"2004_02_26",25.7131683
"3710","701-800",5,"2004_03_05",26.1982037
"3711","701-800",5,"2004_03_13",30.6955163
"3712","701-800",5,"2004_03_21",30.007058
"3713","701-800",5,"2004_03_29",33.5921499
"3714","701-800",5,"2004_04_06",31.9908487
"3715","701-800",5,"2004_04_14",33.5376662
"3716","701-800",5,"2004_04_22",33.8248798
"3717","701-800",5,"2004_04_30",33.568727
"3718","701-800",5,"2004_05_08",39.9861245
"3719","701-800",5,"2004_05_16",38.9425601
"3720","701-800",5,"2004_05_24",34.7060962
"3721","701-800",5,"2004_06_01",35.6065205
"3722","701-800",5,"2004_06_09",33.4058699
"3723","701-800",5,"2004_06_17",33.121372
"3724","701-800",5,"2004_06_25",34.7361952
"3725","701-800",5,"2004_07_03",28.6401273
"3726","701-800",5,"2004_07_11",28.2485573
"3727","701-800",5,"2004_07_19",30.7885007
"3728","701-800",5,"2004_08_04",30.5681586
"3729","701-800",5,"2004_08_12",26.6911191
"3730","701-800",5,"2004_08_20",26.0171287
"3731","701-800",5,"2004_08_28",28.2532532
"3732","701-800",5,"2004_09_05",28.121174
"3733","701-800",5,"2004_09_13",26.5460159
"3734","701-800",5,"2004_09_21",27.5278218
"3735","701-800",5,"2004_09_29",25.8510184
"3736","701-800",5,"2004_10_07",23.6031259
"3737","701-800",5,"2004_10_15",24.1106223
"3738","701-800",5,"2004_10_23",23.2167893
"3739","701-800",5,"2004_10_31",23.0251627
"3740","701-800",5,"2004_11_08",22.6074823
"3741","701-800",5,"2004_11_16",21.6014569
"3742","701-800",5,"2004_11_24",19.5210325
"3743","701-800",5,"2004_12_02",20.3919519
"3744","701-800",5,"2004_12_10",20.0690665
"3745","701-800",5,"2004_12_18",17.7549788
"3746","701-800",5,"2004_12_26",15.2421075
"3747","701-800",5,"2005_01_01",16.9664639
"3748","701-800",5,"2005_01_09",16.9985714
"3749","701-800",5,"2005_01_17",14.9068317
"3750","701-800",5,"2005_01_25",15.2018529
"3751","701-800",5,"2005_02_02",16.3442857
"3752","701-800",5,"2005_02_10",19.4955446
"3753","701-800",5,"2005_02_18",17.9994484
"3754","701-800",5,"2005_02_26",23.3710467
"3755","701-800",5,"2005_03_06",24.0055587
"3756","701-800",5,"2005_03_14",25.4207779
"3757","701-800",5,"2005_03_22",26.2003536
"3758","701-800",5,"2005_03_30",31.8062093
"3759","701-800",5,"2005_04_07",30.0051061
"3760","701-800",5,"2005_04_15",33.0258699
"3761","701-800",5,"2005_04_23",31.9236351
"3762","701-800",5,"2005_05_01",34.1962801
"3763","701-800",5,"2005_05_09",38.2544979
"3764","701-800",5,"2005_05_17",39.1648798
"3765","701-800",5,"2005_05_25",41.1164498
"3766","701-800",5,"2005_06_02",42.7376945
"3767","701-800",5,"2005_06_10",37.9317256
"3768","701-800",5,"2005_06_18",39.0923197
"3769","701-800",5,"2005_06_26",29.7450372
"3770","701-800",5,"2005_07_04",30.5087836
"3771","701-800",5,"2005_07_20",27.1079887
"3772","701-800",5,"2005_07_28",26.45
"3773","701-800",5,"2005_08_05",28.1722631
"3774","701-800",5,"2005_08_13",26.7018812
"3775","701-800",5,"2005_08_21",27.3444272
"3776","701-800",5,"2005_08_29",27.8496888
"3777","701-800",5,"2005_09_06",28.0148373
"3778","701-800",5,"2005_09_14",27.1175248
"3779","701-800",5,"2005_09_22",26.6890099
"3780","701-800",5,"2005_09_30",27.0346959
"3781","701-800",5,"2005_10_08",26.1645969
"3782","701-800",5,"2005_10_16",25.3607496
"3783","701-800",5,"2005_10_24",24.7997878
"3784","701-800",5,"2005_11_01",23.0994201
"3785","701-800",5,"2005_11_09",24.5789392
"3786","701-800",5,"2005_11_17",22.6536209
"3787","701-800",5,"2005_11_25",19.7368458
"3788","701-800",5,"2005_12_03",20.0425884
"3789","701-800",5,"2005_12_11",19.1668034
"3790","701-800",5,"2005_12_19",17.8594484
"3791","701-800",5,"2005_12_27",17.1926025
"3792","701-800",5,"2006_01_01",16.7212871
"3793","701-800",5,"2006_01_09",20.3817963
"3794","701-800",5,"2006_01_17",17.9457567
"3795","701-800",5,"2006_01_25",15.8157426
"3796","701-800",5,"2006_02_02",23.6348939
"3797","701-800",5,"2006_02_10",22.8028713
"3798","701-800",5,"2006_02_18",29.1055021
"3799","701-800",5,"2006_02_26",27.3442574
"3800","701-800",5,"2006_03_06",29.1867185
"3801","701-800",5,"2006_03_14",25.7107638
"3802","701-800",5,"2006_03_22",27.7236917
"3803","701-800",5,"2006_03_30",32.9045969
"3804","701-800",5,"2006_04_07",34.1262093
"3805","701-800",5,"2006_04_15",30.5091513
"3806","701-800",5,"2006_04_23",35.24686
"3807","701-800",5,"2006_05_01",37.0583451
"3808","701-800",5,"2006_05_09",31.6393352
"3809","701-800",5,"2006_05_17",30.6963649
"3810","701-800",5,"2006_05_25",30.5834936
"3811","701-800",5,"2006_06_02",34.8281895
"3812","701-800",5,"2006_06_10",36.1494342
"3813","701-800",5,"2006_06_18",32.8901697
"3814","701-800",5,"2006_06_26",30.5157143
"3815","701-800",5,"2006_07_04",30.7111356
"3816","701-800",5,"2006_07_12",25.7557709
"3817","701-800",5,"2006_07_20",NA
"3818","701-800",5,"2006_07_28",31.19
"3819","701-800",5,"2006_08_13",28.8590523
"3820","701-800",5,"2006_08_21",24.5701697
"3821","701-800",5,"2006_08_29",25.596494
"3822","701-800",5,"2006_09_06",27.725389
"3823","701-800",5,"2006_09_14",27.105983
"3824","701-800",5,"2006_09_22",29.2634088
"3825","701-800",5,"2006_09_30",29.7620509
"3826","701-800",5,"2006_10_08",28.3691231
"3827","701-800",5,"2006_10_16",27.5179208
"3828","701-800",5,"2006_10_24",25.7567893
"3829","701-800",5,"2006_11_01",26.1591089
"3830","701-800",5,"2006_11_09",24.2930835
"3831","701-800",5,"2006_11_17",23.9273126
"3832","701-800",5,"2006_11_25",21.8081612
"3833","701-800",5,"2006_12_03",20.8442008
"3834","701-800",5,"2006_12_11",19.4408062
"3835","701-800",5,"2006_12_19",21.1030693
"3836","701-800",5,"2006_12_27",18.5676521
"3837","701-800",5,"2007_01_01",16.5103678
"3838","701-800",5,"2007_01_09",17.3368458
"3839","701-800",5,"2007_01_17",18.7125743
"3840","701-800",5,"2007_01_25",24.9291513
"3841","701-800",5,"2007_02_02",20.3679915
"3842","701-800",5,"2007_02_10",17.8010095
"3843","701-800",5,"2007_02_18",22.8453324
"3844","701-800",5,"2007_02_26",20.9461528
"3845","701-800",5,"2007_03_06",22.4408628
"3846","701-800",5,"2007_03_14",23.7276521
"3847","701-800",5,"2007_03_22",27.7270014
"3848","701-800",5,"2007_03_30",29.7474257
"3849","701-800",5,"2007_04_07",31.4006931
"3850","701-800",5,"2007_04_15",32.7476803
"3851","701-800",5,"2007_04_23",33.9329137
"3852","701-800",5,"2007_05_01",32.5755163
"3853","701-800",5,"2007_05_09",31.6134795
"3854","701-800",5,"2007_05_17",34.3358274
"3855","701-800",5,"2007_05_25",36.996761
"3856","701-800",5,"2007_06_02",39.4423338
"3857","701-800",5,"2007_06_10",35.498628
"3858","701-800",5,"2007_06_18",32.6010608
"3859","701-800",5,"2007_06_26",28.9303112
"3860","701-800",5,"2007_07_04",NA
"3861","701-800",5,"2007_07_12",29.1675833
"3862","701-800",5,"2007_07_28",26.3537883
"3863","701-800",5,"2007_08_05",30.1078218
"3864","701-800",5,"2007_08_13",25.644512
"3865","701-800",5,"2007_08_21",27.0262238
"3866","701-800",5,"2007_08_29",26.4962574
"3867","701-800",5,"2007_09_06",25.5887553
"3868","701-800",5,"2007_09_14",27.4683027
"3869","701-800",5,"2007_09_22",26.8267185
"3870","701-800",5,"2007_09_30",28.0975813
"3871","701-800",5,"2007_10_08",27.7058982
"3872","701-800",5,"2007_10_16",25.246181
"3873","701-800",5,"2007_10_24",25.8222207
"3874","701-800",5,"2007_11_01",24.8551485
"3875","701-800",5,"2007_11_09",22.92471
"3876","701-800",5,"2007_11_17",22.6137341
"3877","701-800",5,"2007_11_25",20.7899717
"3878","701-800",5,"2007_12_03",20.0978359
"3879","701-800",5,"2007_12_11",18.215686
"3880","701-800",5,"2007_12_19",20.3383734
"3881","701-800",5,"2007_12_27",18.6739321
"3882","701-800",5,"2008_01_01",17.9221924
"3883","701-800",5,"2008_01_09",15.0868883
"3884","701-800",5,"2008_01_17",14.7990806
"3885","701-800",5,"2008_01_25",16.468529
"3886","701-800",5,"2008_02_02",16.4055021
"3887","701-800",5,"2008_02_10",20.0696888
"3888","701-800",5,"2008_02_18",21.6060396
"3889","701-800",5,"2008_02_26",27.3903395
"3890","701-800",5,"2008_03_05",27.7825035
"3891","701-800",5,"2008_03_13",31.4156011
"3892","701-800",5,"2008_03_21",32.6203536
"3893","701-800",5,"2008_03_29",30.1744696
"3894","701-800",5,"2008_04_06",30.4808628
"3895","701-800",5,"2008_04_14",35.9608628
"3896","701-800",5,"2008_04_22",40.1429844
"3897","701-800",5,"2008_04_30",41.7246818
"3898","701-800",5,"2008_05_08",32.2564781
"3899","701-800",5,"2008_05_16",34.3129703
"3900","701-800",5,"2008_05_24",37.6761952
"3901","701-800",5,"2008_06_01",34.4924045
"3902","701-800",5,"2008_06_09",31.8788826
"3903","701-800",5,"2008_06_17",26.7943049
"3904","701-800",5,"2008_06_25",27.3499151
"3905","701-800",5,"2008_07_03",28.9475106
"3906","701-800",5,"2008_07_11",26.957013
"3907","701-800",5,"2008_07_19",NA
"3908","701-800",5,"2008_08_04",27.6635397
"3909","701-800",5,"2008_08_12",29.2935361
"3910","701-800",5,"2008_08_20",26.71
"3911","701-800",5,"2008_08_28",27.2151202
"3912","701-800",5,"2008_09_05",28.2665771
"3913","701-800",5,"2008_09_13",27.754215
"3914","701-800",5,"2008_09_21",27.4060396
"3915","701-800",5,"2008_09_29",25.9977228
"3916","701-800",5,"2008_10_07",26.1594201
"3917","701-800",5,"2008_10_15",25.1442291
"3918","701-800",5,"2008_10_23",24.8077652
"3919","701-800",5,"2008_10_31",25.5139321
"3920","701-800",5,"2008_11_08",24.30471
"3921","701-800",5,"2008_11_16",21.5009194
"3922","701-800",5,"2008_11_24",22.1660679
"3923","701-800",5,"2008_12_02",21.6479915
"3924","701-800",5,"2008_12_10",22.1842291
"3925","701-800",5,"2008_12_18",19.5575813
"3926","701-800",5,"2008_12_26",18.1376096
"3927","701-800",5,"2009_01_01",16.1554314
"3928","701-800",5,"2009_01_09",19.4967893
"3929","701-800",5,"2009_01_17",17.5382037
"3930","701-800",5,"2009_01_25",19.000099
"3931","701-800",5,"2009_02_02",20.663918
"3932","701-800",5,"2009_02_10",19.9607496
"3933","701-800",5,"2009_02_18",24.6075955
"3934","701-800",5,"2009_02_26",24.8969307
"3935","701-800",5,"2009_03_06",27.3945545
"3936","701-800",5,"2009_03_14",28.7742999
"3937","701-800",5,"2009_03_22",23.5718388
"3938","701-800",5,"2009_03_30",31.7395332
"3939","701-800",5,"2009_04_07",33.7494908
"3940","701-800",5,"2009_04_15",37.1476521
"3941","701-800",5,"2009_04_23",37.8596747
"3942","701-800",5,"2009_05_01",38.7361103
"3943","701-800",5,"2009_05_09",35.5307072
"3944","701-800",5,"2009_05_17",37.4905941
"3945","701-800",5,"2009_05_25",36.8616549
"3946","701-800",5,"2009_06_02",39.4122631
"3947","701-800",5,"2009_06_10",40.3060679
"3948","701-800",5,"2009_06_18",42.7832673
"3949","701-800",5,"2009_06_26",38.9269731
"3950","701-800",5,"2009_07_04",35.3005799
"3951","701-800",5,"2009_07_12",32.2222373
"3952","701-800",5,"2009_07_28",29.0836977
"3953","701-800",5,"2009_08_05",27.6585149
"3954","701-800",5,"2009_08_13",26.4398161
"3955","701-800",5,"2009_08_21",28.1130835
"3956","701-800",5,"2009_08_29",25.4763083
"3957","701-800",5,"2009_09_06",27.4961669
"3958","701-800",5,"2009_09_14",27.9576096
"3959","701-800",5,"2009_09_22",27.6002405
"3960","701-800",5,"2009_09_30",27.6572984
"3961","701-800",5,"2009_10_08",26.3479915
"3962","701-800",5,"2009_10_16",26.5111881
"3963","701-800",5,"2009_10_24",25.8862376
"3964","701-800",5,"2009_11_01",25.0651909
"3965","701-800",5,"2009_11_09",19.9587412
"3966","701-800",5,"2009_11_17",20.5554597
"3967","701-800",5,"2009_11_25",21.0787129
"3968","701-800",5,"2009_12_03",20.2985431
"3969","701-800",5,"2009_12_11",18.6647949
"3970","701-800",5,"2009_12_19",17.7823055
"3971","701-800",5,"2009_12_27",17.8014569
"3972","701-800",5,"2010_01_01",18.041174
"3973","701-800",5,"2010_01_09",18.2878501
"3974","701-800",5,"2010_01_17",17.70471
"3975","701-800",5,"2010_01_25",20.6491231
"3976","701-800",5,"2010_02_02",20.8831259
"3977","701-800",5,"2010_02_10",21.0985149
"3978","701-800",5,"2010_02_18",23.7703678
"3979","701-800",5,"2010_02_26",26.1200707
"3980","701-800",5,"2010_03_06",28.7617397
"3981","701-800",5,"2010_03_14",31.3805516
"3982","701-800",5,"2010_03_22",35.719703
"3983","701-800",5,"2010_03_30",35.86157
"3984","701-800",5,"2010_04_07",39.8028996
