"","elev_zone","layer","date","lst"
"1725","401-500",2,"2019_09_14",28.1103557
"1726","401-500",2,"2019_09_22",28.2555397
"1727","401-500",2,"2019_09_30",25.24975
"1728","401-500",2,"2019_10_08",26.6955327
"1729","401-500",2,"2019_10_16",27.00458
"1730","401-500",2,"2019_10_24",24.9274608
"1731","401-500",2,"2019_11_01",25.5055133
"1732","401-500",2,"2019_11_09",24.7404913
"1733","401-500",2,"2019_11_17",22.4965469
"1734","401-500",2,"2019_11_25",20.9272953
"1735","401-500",2,"2019_12_03",19.4901162
"1736","401-500",2,"2019_12_11",16.5502747
"1737","401-500",2,"2019_12_19",14.4789805
"1738","401-500",2,"2019_12_27",10.6930299
"1739","401-500",2,"2020_01_01",17.6802553
"1740","401-500",2,"2020_01_09",14.3345642
"1741","401-500",2,"2020_01_17",16.7160046
"1742","401-500",2,"2020_01_25",16.6204244
"1743","401-500",2,"2020_02_02",17.6998679
"1744","401-500",2,"2020_02_10",21.7901655
"1745","401-500",2,"2020_02_18",22.8541169
"1746","401-500",2,"2020_02_26",22.831708
"1747","401-500",2,"2020_03_05",23.3612802
"1748","401-500",2,"2020_03_13",22.82732
"1749","401-500",2,"2020_03_21",27.8759236
"1750","401-500",2,"2020_03_29",29.351782
"1751","401-500",2,"2020_04_06",32.0433228
"1752","401-500",2,"2020_04_14",30.3584275
"1753","401-500",2,"2020_04_22",33.6226783
"1754","401-500",2,"2020_04_30",32.0490808
"1755","401-500",2,"2020_05_08",35.5783958
"1756","401-500",2,"2020_05_16",39.6581669
"1757","401-500",2,"2020_05_24",40.6351206
"1758","401-500",2,"2020_06_01",31.7595228
"1759","401-500",2,"2020_06_09",36.6489787
"1760","401-500",2,"2020_06_17",32.7698943
"1761","401-500",2,"2020_06_25",35.4574168
"1762","401-500",2,"2020_07_03",30.4951757
"1763","401-500",2,"2020_07_11",29.9093767
"1764","401-500",2,"2020_07_19",28.981259
"1765","401-500",2,"2020_07_27",29.7626051
"1766","401-500",2,"2020_08_04",32.2170482
"1767","401-500",2,"2020_08_12",27.6343195
"1768","401-500",2,"2020_08_20",27.7414465
"1769","401-500",2,"2020_08_28",28.1349903
"1770","401-500",2,"2020_09_05",29.0488554
"1771","401-500",2,"2020_09_13",30.4435446
"1772","401-500",2,"2020_09_21",29.3030305
"1773","401-500",2,"2020_09_29",31.8869255
"1774","401-500",2,"2020_10_07",30.9924089
"1775","401-500",2,"2020_10_15",30.0187128
"1776","401-500",2,"2020_10_23",28.9482884
"1777","401-500",2,"2020_10_31",27.2631784
"1778","401-500",2,"2020_11_08",25.8683377
"1779","401-500",2,"2020_11_16",21.6364518
"1780","401-500",2,"2020_11_24",22.8010055
"1781","401-500",2,"2020_12_02",23.1747614
"1782","401-500",2,"2020_12_10",21.0538422
"1783","401-500",2,"2020_12_18",18.3689752
"1784","401-500",2,"2020_12_26",16.1876299
"1785","501-600",3,"2001_01_01",15.1606395
"1786","501-600",3,"2001_01_09",14.3253707
"1787","501-600",3,"2001_01_17",19.2127201
"1788","501-600",3,"2001_01_25",22.5239342
"1789","501-600",3,"2001_02_02",22.0750324
"1790","501-600",3,"2001_02_10",22.57981
"1791","501-600",3,"2001_02_18",23.1861492
"1792","501-600",3,"2001_02_26",25.9169184
"1793","501-600",3,"2001_03_06",26.6795551
"1794","501-600",3,"2001_03_14",30.6960009
"1795","501-600",3,"2001_03_22",31.4996293
"1796","501-600",3,"2001_03_30",31.2625579
"1797","501-600",3,"2001_04_07",36.8767516
"1798","501-600",3,"2001_04_15",34.276177
"1799","501-600",3,"2001_04_23",40.350899
"1800","501-600",3,"2001_05_01",37.6170621
"1801","501-600",3,"2001_05_09",38.607836
"1802","501-600",3,"2001_05_17",35.5170853
"1803","501-600",3,"2001_05_25",33.7767702
"1804","501-600",3,"2001_06_02",29.4427479
"1805","501-600",3,"2001_06_10",34.7005607
"1806","501-600",3,"2001_07_04",28.3131615
"1807","501-600",3,"2001_07_12",19.8134125
"1808","501-600",3,"2001_07_28",27.9405514
"1809","501-600",3,"2001_08_05",29.5617516
"1810","501-600",3,"2001_08_13",27.4605236
"1811","501-600",3,"2001_08_21",27.126418
"1812","501-600",3,"2001_08_29",27.7385867
"1813","501-600",3,"2001_09_06",27.5408295
"1814","501-600",3,"2001_09_14",28.1906441
"1815","501-600",3,"2001_09_22",29.6210334
"1816","501-600",3,"2001_09_30",28.0435264
"1817","501-600",3,"2001_10_08",28.22095
"1818","501-600",3,"2001_10_16",27.0267563
"1819","501-600",3,"2001_10_24",26.2607461
"1820","501-600",3,"2001_11_01",25.6294764
"1821","501-600",3,"2001_11_09",25.6110241
"1822","501-600",3,"2001_11_17",24.0782206
"1823","501-600",3,"2001_11_25",22.9857878
"1824","501-600",3,"2001_12_03",21.4816543
"1825","501-600",3,"2001_12_11",19.7624282
"1826","501-600",3,"2001_12_19",19.7005931
"1827","501-600",3,"2001_12_27",14.4076313
"1828","501-600",3,"2002_01_01",18.4663855
"1829","501-600",3,"2002_01_09",19.5229425
"1830","501-600",3,"2002_01_17",17.8858897
"1831","501-600",3,"2002_01_25",18.2693142
"1832","501-600",3,"2002_02_02",19.7601019
"1833","501-600",3,"2002_02_10",19.074759
"1834","501-600",3,"2002_02_18",23.0929703
"1835","501-600",3,"2002_02_26",21.406177
"1836","501-600",3,"2002_03_06",23.9282484
"1837","501-600",3,"2002_03_14",29.2922706
"1838","501-600",3,"2002_03_22",35.3597729
"1839","501-600",3,"2002_03_30",29.8610843
"1840","501-600",3,"2002_04_07",33.0205468
"1841","501-600",3,"2002_04_15",37.5026182
"1842","501-600",3,"2002_04_23",31.0403012
"1843","501-600",3,"2002_05_01",35.9611214
"1844","501-600",3,"2002_05_09",38.9397451
"1845","501-600",3,"2002_05_17",39.0687627
"1846","501-600",3,"2002_05_25",34.5800927
"1847","501-600",3,"2002_06_02",34.9149954
"1848","501-600",3,"2002_06_10",33.3655792
"1849","501-600",3,"2002_06_18",33.0133133
"1850","501-600",3,"2002_06_26",32.2393466
"1851","501-600",3,"2002_07_04",28.9633364
"1852","501-600",3,"2002_07_12",30.0134384
"1853","501-600",3,"2002_07_20",29.7249629
"1854","501-600",3,"2002_07_28",28.9430352
"1855","501-600",3,"2002_08_05",30.7720247
"1856","501-600",3,"2002_08_13",26.1848517
"1857","501-600",3,"2002_08_21",24.91
"1858","501-600",3,"2002_08_29",26.502354
"1859","501-600",3,"2002_09_06",26.5846988
"1860","501-600",3,"2002_09_14",26.7310102
"1861","501-600",3,"2002_09_22",26.5015848
"1862","501-600",3,"2002_09_30",29.1993744
"1863","501-600",3,"2002_10_08",26.5614968
"1864","501-600",3,"2002_10_16",25.7681557
"1865","501-600",3,"2002_10_24",25.4339666
"1866","501-600",3,"2002_11_01",24.7882994
"1867","501-600",3,"2002_11_09",22.7062234
"1868","501-600",3,"2002_11_17",23.7915616
"1869","501-600",3,"2002_11_25",22.742595
"1870","501-600",3,"2002_12_03",21.3852919
"1871","501-600",3,"2002_12_11",19.8580167
"1872","501-600",3,"2002_12_19",20.1987627
"1873","501-600",3,"2002_12_27",17.9451576
"1874","501-600",3,"2003_01_01",13.7986608
"1875","501-600",3,"2003_01_09",12.3291057
"1876","501-600",3,"2003_01_17",15.7227247
"1877","501-600",3,"2003_01_25",19.4702271
"1878","501-600",3,"2003_02_02",18.5526877
"1879","501-600",3,"2003_02_10",19.8908851
"1880","501-600",3,"2003_02_18",22.4086515
"1881","501-600",3,"2003_02_26",23.8728545
"1882","501-600",3,"2003_03_06",22.9148703
"1883","501-600",3,"2003_03_14",27.7558434
"1884","501-600",3,"2003_03_22",27.412266
"1885","501-600",3,"2003_03_30",30.378633
"1886","501-600",3,"2003_04_07",34.5738415
"1887","501-600",3,"2003_04_15",34.2403614
"1888","501-600",3,"2003_04_23",36.2865385
"1889","501-600",3,"2003_05_01",34.3615894
"1890","501-600",3,"2003_05_09",36.9975301
"1891","501-600",3,"2003_05_17",41.832127
"1892","501-600",3,"2003_05_25",41.1500093
"1893","501-600",3,"2003_06_02",40.2059685
"1894","501-600",3,"2003_06_10",36.0556997
"1895","501-600",3,"2003_06_18",32.582975
"1896","501-600",3,"2003_06_26",27.6637859
"1897","501-600",3,"2003_07_04",31.2923445
"1898","501-600",3,"2003_07_12",NA
"1899","501-600",3,"2003_07_20",29.1948285
"1900","501-600",3,"2003_07_28",25.6077778
"1901","501-600",3,"2003_08_05",29.8500288
"1902","501-600",3,"2003_08_21",27.0436682
"1903","501-600",3,"2003_09_06",28.0828128
"1904","501-600",3,"2003_09_14",26.9873058
"1905","501-600",3,"2003_09_22",26.9676552
"1906","501-600",3,"2003_09_30",27.7139944
"1907","501-600",3,"2003_10_08",27.8773401
"1908","501-600",3,"2003_10_16",27.0588462
"1909","501-600",3,"2003_10_24",25.8212836
"1910","501-600",3,"2003_11_01",25.7659175
"1911","501-600",3,"2003_11_09",23.8273679
"1912","501-600",3,"2003_11_17",21.5982252
"1913","501-600",3,"2003_11_25",21.047025
"1914","501-600",3,"2003_12_03",21.4680723
"1915","501-600",3,"2003_12_11",20.9105885
"1916","501-600",3,"2003_12_19",13.8527899
"1917","501-600",3,"2003_12_27",13.4465663
"1918","501-600",3,"2004_01_01",17.2608202
"1919","501-600",3,"2004_01_09",18.2664411
"1920","501-600",3,"2004_01_17",15.9177572
"1921","501-600",3,"2004_01_25",16.2682067
"1922","501-600",3,"2004_02_02",17.8240176
"1923","501-600",3,"2004_02_10",21.6763531
"1924","501-600",3,"2004_02_18",24.5717702
"1925","501-600",3,"2004_02_26",26.7891057
"1926","501-600",3,"2004_03_05",27.1852039
"1927","501-600",3,"2004_03_13",31.1642308
"1928","501-600",3,"2004_03_21",30.9458712
"1929","501-600",3,"2004_03_29",33.9614365
"1930","501-600",3,"2004_04_06",33.0222799
"1931","501-600",3,"2004_04_14",34.9071455
"1932","501-600",3,"2004_04_22",34.7360936
"1933","501-600",3,"2004_04_30",34.8015616
"1934","501-600",3,"2004_05_08",40.6612929
"1935","501-600",3,"2004_05_16",40.0860936
"1936","501-600",3,"2004_05_24",35.5093652
"1937","501-600",3,"2004_06_01",36.4907229
"1938","501-600",3,"2004_06_09",33.0123633
"1939","501-600",3,"2004_06_17",33.7085264
"1940","501-600",3,"2004_06_25",34.7449629
"1941","501-600",3,"2004_07_03",28.9648656
"1942","501-600",3,"2004_07_11",29.1655931
"1943","501-600",3,"2004_07_19",31.3422475
"1944","501-600",3,"2004_08_04",30.5353491
"1945","501-600",3,"2004_08_12",27.2268651
"1946","501-600",3,"2004_08_20",26.1860519
"1947","501-600",3,"2004_08_28",28.9130445
"1948","501-600",3,"2004_09_05",28.8659453
"1949","501-600",3,"2004_09_13",26.879861
"1950","501-600",3,"2004_09_21",28.3651668
"1951","501-600",3,"2004_09_29",27.6386979
"1952","501-600",3,"2004_10_07",24.3226089
"1953","501-600",3,"2004_10_15",24.6823355
"1954","501-600",3,"2004_10_23",24.0053568
"1955","501-600",3,"2004_10_31",23.7473123
"1956","501-600",3,"2004_11_08",23.2609592
"1957","501-600",3,"2004_11_16",22.0896849
"1958","501-600",3,"2004_11_24",20.5804356
"1959","501-600",3,"2004_12_02",20.7804124
"1960","501-600",3,"2004_12_10",20.4557785
"1961","501-600",3,"2004_12_18",18.3528128
"1962","501-600",3,"2004_12_26",15.2908897
"1963","501-600",3,"2005_01_01",17.1001715
"1964","501-600",3,"2005_01_09",17.5374745
"1965","501-600",3,"2005_01_17",14.9982715
"1966","501-600",3,"2005_01_25",14.9136284
"1967","501-600",3,"2005_02_02",16.8968165
"1968","501-600",3,"2005_02_10",20.0990825
"1969","501-600",3,"2005_02_18",18.7628221
"1970","501-600",3,"2005_02_26",23.6703661
"1971","501-600",3,"2005_03_06",25.1288276
"1972","501-600",3,"2005_03_14",26.2665941
"1973","501-600",3,"2005_03_22",27.0631696
"1974","501-600",3,"2005_03_30",32.914013
"1975","501-600",3,"2005_04_07",31.153962
"1976","501-600",3,"2005_04_15",34.7097081
"1977","501-600",3,"2005_04_23",32.5521826
"1978","501-600",3,"2005_05_01",34.3755792
"1979","501-600",3,"2005_05_09",38.8323401
"1980","501-600",3,"2005_05_17",39.4026691
"1981","501-600",3,"2005_05_25",41.6996108
"1982","501-600",3,"2005_06_02",43.4699768
"1983","501-600",3,"2005_06_10",38.8505422
"1984","501-600",3,"2005_06_18",39.7636747
"1985","501-600",3,"2005_06_26",30.3470924
"1986","501-600",3,"2005_07_04",30.8249027
"1987","501-600",3,"2005_07_20",27.6950319
"1988","501-600",3,"2005_07_28",26.86885
"1989","501-600",3,"2005_08_05",27.8800185
"1990","501-600",3,"2005_08_13",27.2723448
"1991","501-600",3,"2005_08_21",27.2285635
"1992","501-600",3,"2005_08_29",28.478962
"1993","501-600",3,"2005_09_06",28.3495598
"1994","501-600",3,"2005_09_14",27.7595227
"1995","501-600",3,"2005_09_22",27.0356627
"1996","501-600",3,"2005_09_30",27.7081325
"1997","501-600",3,"2005_10_08",26.9158758
"1998","501-600",3,"2005_10_16",26.2203568
"1999","501-600",3,"2005_10_24",25.5397451
"2000","501-600",3,"2005_11_01",23.8733364
"2001","501-600",3,"2005_11_09",25.5260843
"2002","501-600",3,"2005_11_17",23.3384152
"2003","501-600",3,"2005_11_25",20.5154078
"2004","501-600",3,"2005_12_03",20.6670204
"2005","501-600",3,"2005_12_11",19.656747
"2006","501-600",3,"2005_12_19",18.3013809
"2007","501-600",3,"2005_12_27",17.7932252
"2008","501-600",3,"2006_01_01",16.537873
"2009","501-600",3,"2006_01_09",20.7918258
"2010","501-600",3,"2006_01_17",18.92519
"2011","501-600",3,"2006_01_25",17.1093466
"2012","501-600",3,"2006_02_02",24.2951251
"2013","501-600",3,"2006_02_10",23.2806673
"2014","501-600",3,"2006_02_18",29.6564597
"2015","501-600",3,"2006_02_26",28.0644208
"2016","501-600",3,"2006_03_06",28.7514504
"2017","501-600",3,"2006_03_14",26.3658851
"2018","501-600",3,"2006_03_22",28.1531325
"2019","501-600",3,"2006_03_30",32.8797312
"2020","501-600",3,"2006_04_07",34.6495227
"2021","501-600",3,"2006_04_15",30.6700324
"2022","501-600",3,"2006_04_23",35.7267609
"2023","501-600",3,"2006_05_01",37.7702317
"2024","501-600",3,"2006_05_09",32.2406487
"2025","501-600",3,"2006_05_17",31.716126
"2026","501-600",3,"2006_05_25",31.1989852
"2027","501-600",3,"2006_06_02",35.0574884
"2028","501-600",3,"2006_06_10",35.7041196
"2029","501-600",3,"2006_06_18",33.4967933
"2030","501-600",3,"2006_06_26",29.8571208
"2031","501-600",3,"2006_07_04",30.794803
"2032","501-600",3,"2006_07_12",26.7889143
"2033","501-600",3,"2006_07_20",30.0694063
"2034","501-600",3,"2006_07_28",31.7621307
"2035","501-600",3,"2006_08_13",29.5461353
"2036","501-600",3,"2006_08_21",24.9582994
"2037","501-600",3,"2006_08_29",27.289519
"2038","501-600",3,"2006_09_06",28.4462141
"2039","501-600",3,"2006_09_14",28.3282947
"2040","501-600",3,"2006_09_22",30.6158712
"2041","501-600",3,"2006_09_30",31.1240315
"2042","501-600",3,"2006_10_08",29.4947266
"2043","501-600",3,"2006_10_16",28.5691149
"2044","501-600",3,"2006_10_24",26.9980028
"2045","501-600",3,"2006_11_01",27.2092215
"2046","501-600",3,"2006_11_09",25.1872706
"2047","501-600",3,"2006_11_17",24.7549954
"2048","501-600",3,"2006_11_25",22.6740361
"2049","501-600",3,"2006_12_03",21.4113902
"2050","501-600",3,"2006_12_11",20.1185125
"2051","501-600",3,"2006_12_19",21.6160704
"2052","501-600",3,"2006_12_27",18.9821316
"2053","501-600",3,"2007_01_01",17.1623911
"2054","501-600",3,"2007_01_09",17.7728869
"2055","501-600",3,"2007_01_17",19.2776552
"2056","501-600",3,"2007_01_25",25.6747683
"2057","501-600",3,"2007_02_02",21.4976599
"2058","501-600",3,"2007_02_10",18.1739314
"2059","501-600",3,"2007_02_18",22.9278962
"2060","501-600",3,"2007_02_26",21.6213392
"2061","501-600",3,"2007_03_06",23.4770667
"2062","501-600",3,"2007_03_14",23.4725162
"2063","501-600",3,"2007_03_22",28.5396849
"2064","501-600",3,"2007_03_30",29.8422011
"2065","501-600",3,"2007_04_07",32.0867516
"2066","501-600",3,"2007_04_15",33.4963902
"2067","501-600",3,"2007_04_23",34.6613763
"2068","501-600",3,"2007_05_01",33.4153475
"2069","501-600",3,"2007_05_09",32.5397173
"2070","501-600",3,"2007_05_17",34.9158573
"2071","501-600",3,"2007_05_25",37.2477108
"2072","501-600",3,"2007_06_02",39.9371594
"2073","501-600",3,"2007_06_10",36.6579194
"2074","501-600",3,"2007_06_18",34.0000139
"2075","501-600",3,"2007_06_26",30.166796
"2076","501-600",3,"2007_07_04",27.3927953
"2077","501-600",3,"2007_07_12",29.072449
"2078","501-600",3,"2007_07_28",26.7631627
"2079","501-600",3,"2007_08_05",30.2468304
"2080","501-600",3,"2007_08_13",25.7897266
"2081","501-600",3,"2007_08_21",27.5768755
"2082","501-600",3,"2007_08_29",27.3785269
"2083","501-600",3,"2007_09_06",26.4924838
"2084","501-600",3,"2007_09_14",28.296608
"2085","501-600",3,"2007_09_22",27.3459453
"2086","501-600",3,"2007_09_30",29.0685125
"2087","501-600",3,"2007_10_08",28.9274652
"2088","501-600",3,"2007_10_16",25.865139
"2089","501-600",3,"2007_10_24",26.7703336
"2090","501-600",3,"2007_11_01",25.8124513
"2091","501-600",3,"2007_11_09",23.8002919
"2092","501-600",3,"2007_11_17",23.4783225
"2093","501-600",3,"2007_11_25",21.6875579
"2094","501-600",3,"2007_12_03",20.7892956
"2095","501-600",3,"2007_12_11",18.2568026
"2096","501-600",3,"2007_12_19",20.8604402
"2097","501-600",3,"2007_12_27",19.1818489
"2098","501-600",3,"2008_01_01",18.5885357
"2099","501-600",3,"2008_01_09",14.8019555
"2100","501-600",3,"2008_01_17",15.0460612
"2101","501-600",3,"2008_01_25",16.9718489
"2102","501-600",3,"2008_02_02",17.4179657
"2103","501-600",3,"2008_02_10",20.4774977
"2104","501-600",3,"2008_02_18",22.2251297
"2105","501-600",3,"2008_02_26",28.2039064
"2106","501-600",3,"2008_03_05",28.5777896
"2107","501-600",3,"2008_03_13",31.9989527
"2108","501-600",3,"2008_03_21",33.1996293
"2109","501-600",3,"2008_03_29",30.3386608
"2110","501-600",3,"2008_04_06",31.1252224
"2111","501-600",3,"2008_04_14",36.3662882
"2112","501-600",3,"2008_04_22",40.4829611
"2113","501-600",3,"2008_04_30",41.3967841
"2114","501-600",3,"2008_05_08",32.8133457
"2115","501-600",3,"2008_05_16",34.3186886
"2116","501-600",3,"2008_05_24",37.5891613
"2117","501-600",3,"2008_06_01",34.7336515
"2118","501-600",3,"2008_06_09",32.4841752
"2119","501-600",3,"2008_06_17",27.4639253
"2120","501-600",3,"2008_06_25",28.0892058
"2121","501-600",3,"2008_07_03",28.7370165
"2122","501-600",3,"2008_07_11",27.1532224
"2123","501-600",3,"2008_07_19",26.5125045
"2124","501-600",3,"2008_08_04",27.663884
"2125","501-600",3,"2008_08_12",29.4908248
"2126","501-600",3,"2008_08_20",27.1443916
"2127","501-600",3,"2008_08_28",27.5589852
"2128","501-600",3,"2008_09_05",28.9407692
"2129","501-600",3,"2008_09_13",28.1587349
"2130","501-600",3,"2008_09_21",28.0932715
"2131","501-600",3,"2008_09_29",26.4804495
"2132","501-600",3,"2008_10_07",26.5454866
"2133","501-600",3,"2008_10_15",25.4792261
"2134","501-600",3,"2008_10_23",25.1896432
"2135","501-600",3,"2008_10_31",25.8354124
"2136","501-600",3,"2008_11_08",24.821418
"2137","501-600",3,"2008_11_16",22.1795042
"2138","501-600",3,"2008_11_24",22.2775765
"2139","501-600",3,"2008_12_02",22.1383689
"2140","501-600",3,"2008_12_10",22.1805051
"2141","501-600",3,"2008_12_18",19.6859731
"2142","501-600",3,"2008_12_26",17.910278
"2143","501-600",3,"2009_01_01",16.496279
"2144","501-600",3,"2009_01_09",19.2861677
"2145","501-600",3,"2009_01_17",17.7300649
"2146","501-600",3,"2009_01_25",20.0130167
"2147","501-600",3,"2009_02_02",21.0067238
"2148","501-600",3,"2009_02_10",20.4761029
"2149","501-600",3,"2009_02_18",25.1401251
"2150","501-600",3,"2009_02_26",25.4580028
"2151","501-600",3,"2009_03_06",27.9222382
"2152","501-600",3,"2009_03_14",29.4365524
"2153","501-600",3,"2009_03_22",24.6203661
"2154","501-600",3,"2009_03_30",32.5420343
"2155","501-600",3,"2009_04_07",34.3587396
"2156","501-600",3,"2009_04_15",37.9947173
"2157","501-600",3,"2009_04_23",38.3875116
"2158","501-600",3,"2009_05_01",39.1751437
"2159","501-600",3,"2009_05_09",35.567683
"2160","501-600",3,"2009_05_17",38.0154263
"2161","501-600",3,"2009_05_25",37.3138323
"2162","501-600",3,"2009_06_02",39.7249907
"2163","501-600",3,"2009_06_10",39.3874282
"2164","501-600",3,"2009_06_18",43.151608
"2165","501-600",3,"2009_06_26",38.5860936
"2166","501-600",3,"2009_07_04",35.4940871
"2167","501-600",3,"2009_07_12",32.3097145
"2168","501-600",3,"2009_07_28",29.4045134
"2169","501-600",3,"2009_08_05",28.3251019
"2170","501-600",3,"2009_08_13",26.6472753
"2171","501-600",3,"2009_08_21",28.6750139
"2172","501-600",3,"2009_08_29",26.3525626
"2173","501-600",3,"2009_09_06",28.3120899
"2174","501-600",3,"2009_09_14",28.3490222
"2175","501-600",3,"2009_09_22",28.0206534
"2176","501-600",3,"2009_09_30",28.1555653
"2177","501-600",3,"2009_10_08",26.9246756
"2178","501-600",3,"2009_10_16",27.0556534
"2179","501-600",3,"2009_10_24",26.5344161
"2180","501-600",3,"2009_11_01",25.5342771
"2181","501-600",3,"2009_11_09",21.5974143
"2182","501-600",3,"2009_11_17",21.0166867
"2183","501-600",3,"2009_11_25",21.4051993
"2184","501-600",3,"2009_12_03",20.4225857
"2185","501-600",3,"2009_12_11",18.1132437
"2186","501-600",3,"2009_12_19",18.3614365
"2187","501-600",3,"2009_12_27",17.6486479
"2188","501-600",3,"2010_01_01",17.28943
"2189","501-600",3,"2010_01_09",18.0069462
